id	loc	bytes	jp	en	edited_en
199:$6F85	228:$44EA	81	グッド<speaker>風来きゅうじょれんめいより<br> 「ふっかつ」のじゅもんと<br> アイテムが じゅよされます！<page><box>	Good: The Wanderer Rescue<br>Federation awards you an item<br>and a Revival Password!<page><box>	
199:$6FBA	228:$453C	19	<name>は <br><cF8>1を<br>もらった！<delay:50><page><box>	<name> received<br><cF8>1!<delay:50><page><box>	
199:$6FCD	228:$4550	314	グッド<speaker>「ふっかつ」のじゅもんは<br> きゅうじょされた人が <br> ふっかつするためにひつようです。<page><box>グッド<speaker>ぜひ わすれずに<br> おしえてあげてください！<page><box>グッド<speaker>もしかすると<br> 「おれい」のじゅもんが<br> もらえるかもしれません！<page><box>グッド<speaker>「おれい」のじゅもんを<br> もらったら ハトがかりに<br> 声をかけるのであります！<page><box>グッド<speaker>さらに スバラシイものが<br> アナタにおくられることでしょう！<page><box>グッド<speaker>これからも ごかつやく<br> 期待しているであります！<page>	Good: The rescued player<br>needs the Revival<br>Password to revive.<page><box>Good: Be sure to<br>tell them what it is!<page><box>Good: They may send you<br>a Thank-You Password in<br>return!<page><box>Good: If you receive one,<br>speak to the Pigeon Handler!<page><box>Good: An even more wonderful<br>reward may await you!<page><box>Good: I look forward<br>to your future success!<page>	
199:$70BB	228:$468B	80	グッド<speaker>ラジャッ！<page><box>グッド<speaker>では じゅんびができしだい<br> こちらに おこしください！<page><box>グッド<speaker>お待ちしております！<page>	Good: Roger!<page><box>Good: Return here<br>once you are ready!<page><box>Good: We shall be waiting!<page>	
199:$70FC	228:$46DC	101	クメ<speaker>おや。なにかあったのかい？<page><br> 元気出して しっかりね！<page><box>クメ<speaker>そうこを ごりようかい？	Kume: Oh? Did<br>something happen?<page><box>Kume: Keep your chin up!<page><box>Kume: Would you like<br>to use the warehouse?	
199:$7132	228:$4742	162	クメ<speaker>このごろ あずけてたものを<br> とりにくるおきゃくさんが<br> おおくてねえ、、。<page><box>クメ<speaker>しょうばいあがったりだわね。<page><br> そうこを ごりようかい？	Kume: A lot of customers<br>have been coming to retrieve<br>their stored items lately...<page><box>Kume: It is terrible<br>for business.<page><box>Kume: Would you like<br>to use the warehouse?	
199:$7180	228:$47E5	155	クメ<speaker>アンタ にげなくて<br> だいじょうぶかい？<page><box>クメ<speaker>これから たいへんなことに<br> なるみたいだよ。<page><box>クメ<speaker>ああ そうだったね。<br> そうこを ごりようかい？	Kume: Are you sure<br>you should not flee?<page><box>Kume: It sounds like things<br>are about to get rough.<page><box>Kume: Oh, that is<br>right. Would you like<br>to use the warehouse?	
199:$71D4	228:$4881	152	クメ<speaker>ワタシら ずっとこの町で<br> 生きてきたんだ。<page><box>クメ<speaker>はいそうですかって<br> にげるわけにはいかないね！<page><box>クメ<speaker>さあ みじたくしっかり<br> ととのえていっておくれよ！	Kume: We have lived in<br>this town all our lives.<page><box>Kume: We cannot simply<br>pack up and run away!<page><box>Kume: Now make sure you are<br>fully prepared before you go!	
199:$722F	228:$491A	131	クメ<speaker>ごめんなさいねえ。<page><br> いま そうこの中<br> そうじ中なのよ。<page><box>クメ<speaker>そのうちおわるから<br> また きておくれね。<page>	Kume: Sorry, dear.<page><box>Kume: We are cleaning inside<br>the warehouse right now.<page><box>Kume: We should finish before<br>long, so come back later.<page>	
199:$7270	228:$499E	42	クメ<speaker>そうこを ごりようかい？	Kume: Would you like<br>to use the warehouse?	
199:$7281	228:$49C9	51	クメ<speaker>おや。行くのかい？<page><br> またきてちょうだいね。<page>	Kume: Oh, are you leaving?<page><box>Kume: Come back again.<page>	
199:$729F	228:$49FD	29	クメ<speaker>ほかに なにかあるかい？	Kume: Is there anything else?	
199:$72B0	228:$4A1B	56	クメ<speaker>あいよ。これだね？<page><br> 気をつけて お持ちよ。<page>	Kume: All right. This one?<page><box>Kume: Take good care of it.<page>	
199:$72CF	228:$4A54	53	クメ<speaker>あいよ。<page><br> たしかに あずかったからね。<page>	Kume: All right.<page><box>Kume: I will keep<br>it safe for you.<page>	
199:$72EA	228:$4A8A	71	クメ<speaker>おやおや、、。<page><br> 持ち物がいっぱいで ぜんぶは<br> わたせないみたいだねえ。<page><box>	Kume: Oh, my...<page><box>Kume: Your inventory is too<br>full to take everything.<page><box>	
199:$7319	228:$4AD2	51	クメ<speaker>あずかってるものは<br> なにも ないみたいだよ？<page><box>	Kume: It seems I am not<br>storing anything for you.<page><box>	
199:$7337	228:$4B06	68	クメ<speaker>おや、、。<page><br> あずかってあげられそうなものは<br> 持ってないみたいだねえ。<page><box>	Kume: Oh...<page><box>Kume: You do not appear to<br>have anything I can store.<page><box>	
199:$7364	228:$4B4B	74	クメ<speaker>すまないねえ、、。<page><br> そうこがいっぱいで<br> ぜんぶは 入りきらないみたい。<page><box>	Kume: I am sorry...<page><box>Kume: The warehouse is too<br>full to hold everything.<page><box>	
199:$7392	228:$4B96	77	<br>のろわれたアイテムははずせない！<page><box>クメ<speaker>どの持ち物を<br> あずかればいいんだい？	Cursed items<br>cannot be removed!<page><box>Kume: Which item would<br>you like me to store?	
199:$73BF	228:$4BE4	98	クメ<speaker>おや、、。<page><br> 持ち物がいっぱいで ぜんぶは<br> わたせないみたいだねえ。<page><box>クメ<speaker>どれを持っていくんだい？	Kume: Oh...<page><box>Kume: Your inventory is too<br>full to take everything.<page><box>Kume: Which item<br>will you take?	
199:$73FD	228:$4C47	118	クメ<speaker>すまないねえ、、。<page><br> そうこがいっぱいで<br> ぜんぶは 入りきらないみたい。<page><box>クメ<speaker>どの持ち物を<br> あずかればいいんだい？	Kume: I am sorry...<page><box>Kume: The warehouse is too<br>full to hold everything.<page><box>Kume: Which item would<br>you like me to store?	
199:$7444	228:$4CBE	64	クメ<speaker>壺の中みは 消えちゃうけど<br> それでも いいのかい？	Kume: The contents of<br>the Pot will disappear.<br>Is that all right?	
199:$7466	228:$4CFF	70	クメ<speaker>おや、、。<page><br> すててあげられそうなものは<br> 持ってないみたいだねえ。<page><box>	Kume: Oh...<page><box>Kume: You do not appear to<br>have anything I can discard.<page><box>	
199:$7491	228:$4D46	69	クメ<speaker>アンタの持ち物を ぜんぶ<br> すてちゃうけど いいかい？<page>	Kume: I will discard<br>everything you are<br>carrying. Is that all right?<page>	
199:$74B4	228:$4D8C	80	クメ<speaker>あいよ。<page><br> ワタシらが せきにんをもって<br> かようびには 出しておくからね。<page><box>	Kume: All right.<page><box>Kume: We will take<br>responsibility and<br>put it out by Tuesday.<page><box>	
199:$74E3	228:$4DDD	121	カメ<speaker>あららららら。<page><br> どうしたの？ なやみごと<EE>？<page><box>カメ<speaker>そんなときは<br> そうこのせつめいきいてって<EE>。	Kame: Oh, my, my.<page><box>Kame: What is wrong?<br>Something troubling you?<page><box>Kame: Then stay and listen<br>to my warehouse explanation.	
199:$751D	228:$4E57	140	カメ<speaker>あ<EE>いそがしいいそがしい。<page><br> え？<page> だってオバチャン<br> モテモテなんだもの<EE>！<page><box>カメ<speaker>ききにきたんでしょ？<br> オバチャンのせ<D2>つ<D2>め<D2>い。	Kame: Oh, so busy, busy!<page><box>Kame: Hm?<page><box>Kame: Why, Auntie is<br>simply irresistible!<page><box>Kame: You came to hear<br>Auntie's ex<D2>pla<D2>na<D2>tion,<br>did you not?	
199:$756B	228:$4EE4	186	カメ<speaker>こんな日は 店やらなくて<br> いいって言ったんだけどね<EE>。<page><box>カメ<speaker>クメさん マジメなのよ<EE>。<page><br> だからオバチャンも<br> おしごとしてるってワケなのね。<page><box>カメ<speaker>きいていくでしょ？<br> そうこのせつめい。	Kame: I said we should close<br>the shop on a day like this.<page><box>Kame: But Kume is so<br>diligent.<page><box>Kame: So Auntie is<br>here working too.<page><box>Kame: You will stay for the<br>warehouse explanation, right?	
199:$75D9	228:$4F9F	111	カメ<speaker>もうカクゴしまくりだわよっ！<page><box>カメ<speaker>気合をいれて そうこの<br> せつめいするんだからっ！<br> きいてってー！！<page><box>	Kame: I am more than ready!<page><box>Kame: I will put my heart into<br>this warehouse explanation!<page><box>Kame: So listen up!!<page><box>	
199:$7619	228:$500F	222	カメ<speaker>オバチャンは そうじなんて<br> しなくていいって言ったんだよ。<page><box>カメ<speaker>でも クメさんが<br> ホコリっぽいと むせるとか<br> なんとか言うもんでね。<page><box>カメ<speaker>もともと そうじなんてのは<page><br> 、、え？ あ そうそう<br> ようするにあとできてってこと！<page><box>カメ<speaker>わるいわね<EE>。<page>	Kame: Auntie said we<br>did not need to clean.<page><box>Kame: But Kume claimed<br>the dust would make<br>her cough or something.<page><box>Kame: Cleaning was always...<page><box>Kame: Hm? Oh, right.<page><box>Kame: The point is,<br>come back later!<page><box>Kame: Sorry, dear.<page>	
199:$76A8	228:$50EE	101	カメ<speaker>そうこのことなら<br> オバチャンに おまかせよ。<page><box>カメ<speaker>どう？<br> そうこのせつめい きく？	Kame: When it comes to<br>the warehouse, leave it to<br>Auntie.<page><box>Kame: Well? Would you<br>like an explanation?	
199:$76DB	228:$5154	100	カメ<speaker>んまあ！ <page>ワルぶって、。<page><box>カメ<speaker>ま いいわ。<br> オバチャン待ってるから。<page><br>	Kame: Well, I never!<page><box>Kame: Trying to<br>act tough, are we?<page><box>Kame: Very well.<br>Auntie will be waiting.<page><box>	
199:$770A	228:$51B9	105	カメ<speaker>うふふ、、。<br> きょうみしんしんだわね！<page><box>カメ<speaker>どのせつめいがききたい？	Kame: Tee-hee...<br>You are simply bursting<br>with curiosity!<page><box>Kame: Which explanation<br>would you like to hear?	
199:$7735	228:$5223	386	カメ<speaker>じゃあ みっちりミチミチ<br> おしえてあげるわよお。<page><box>カメ<speaker>ウチの店には 2しゅるいの<br> そうこがあるのよ。<page><box>カメ<speaker>ワタシのヒダリにいる<br> クメさんがうけつけしてるそうこ。<page><box>カメ<speaker>もう1つは アンタから見て<br> ミギがわにある ゆかが木で<br> できてる部屋のそうこ。<page><box>カメ<speaker>どっちも おなじそうこだけど<br> ミギがわのそうこは アイテムを<br> おくだけで あずけられるのよ。<page><box>カメ<speaker>べんりでしょ？<page><br> カンタンでしょ？<page><box>	Kame: Auntie will give<br>you the full rundown.<page><box>Kame: It will be jam-packed!<page><box>Kame: Our shop has two<br>kinds of warehouse.<page><box>Kame: The Receptionist<br>Kume to my left<br>manages one of them.<page><box>Kame: The other is<br>the wooden-floored<br>room on your right.<page><box>Kame: Both are warehouses.<page><box>Kame: In the room on<br>the right, simply place<br>an item to store it.<page><box>Kame: Convenient, is it not?<page><box>Kame: And easy too!<page><box>	
199:$7817	228:$53A6	968	カメ<speaker>じゃあ むっちりムチムチ<br> おしえてあげるわよお。<page><box>カメ<speaker>壺をあずけるときなんだけど<br> 中になにも入れない方がいいわ。<page><box>カメ<speaker>なぜって？<page><box>カメ<speaker>そりゃアンタ！<page><br> 壺の中のアイテムが<br> なくなっちゃうからよお！<page><box>カメ<speaker>わからないけど 壺の中に<br> 入れるほどだいじなら しっかり<br> 持ってなさいってことかしらね。<page><box>カメ<speaker>おいてけぼりにされた壺が<br> ヘソまげて 中のアイテムを<br> 消しちゃうのかも しれないわね。<page><box>カメ<speaker>そうそう！<page><br> なくなっちゃうと言えば<br> 思い出したわ！<page><box>カメ<speaker>たまあに いるんだけどさ<br> そうこの中で レベル上げてる<br> ヘンな風来人。<page><box>カメ<speaker>アレ ムダよ。ムダ。<br> ムダムダよ。<page><box>カメ<speaker>どうせ 店の外に出たら<br> 元のレベルにもどるんだから。<page><box>カメ<speaker>え？ なぜかって？<page><box>カメ<speaker>そりゃアンタ！<page><br> よの中 そんなインチキ<br> ゆるされるハズないでしょ？<page><box>カメ<speaker>オバチャンの名にかけて<br> ラクはさせないわよ。<page><box>カメ<speaker>まあ いいユメみたと思って<br> しっかり 生きていくことね。<page><box>	Kame: Auntie will give<br>you the full rundown.<page><box>Kame: A nice, juicy one!<page><box>Kame: When storing<br>a Pot, it is best to<br>leave nothing inside it.<page><box>Kame: Why, you ask?<page><box>Kame: Well, dear!<page><box>Kame: The items inside<br>the Pot will disappear!<page><box>Kame: I do not know why.<page><box>Kame: If it is important<br>enough to put in a Pot...<page><box>Kame: perhaps you should<br>carry it properly.<page><box>Kame: Maybe a Pot gets cross<br>when you leave it behind and<br>makes its contents vanish.<page><box>Kame: Oh, yes! Speaking<br>of things disappearing,<br>I just remembered!<page><box>Kame: Every so often, a<br>strange Wanderer appears.<page><box>Kame: They try to gain<br>levels inside the warehouse.<page><box>Kame: That is<br>pointless. Pointless!<page><box>Kame: Utterly pointless!<page><box>Kame: Your original<br>level returns as soon<br>as you leave the shop.<page><box>Kame: Hm? Why, you ask?<page><box>Kame: Well, dear!<page><box>Kame: The world would never<br>allow such cheating, would<br>it?<page><box>Kame: Auntie will not let<br>anyone take the easy way<br>out.<page><box>Kame: Just think of it<br>as a pleasant dream and<br>get on with your life.<page><box>	
199:$7A10	228:$576F	697	カメ<speaker>じゃあ もっちりモチモチ<br> おしえてあげるわよお。<page><box>カメ<speaker>ゆかが木でできてる部屋の<br> そうこいがいに アイテムを<br> 投げたりしないこと。<page><box>カメ<speaker>投げたアイテムは<br> つかいものにならなくなるわ。<page><box>カメ<speaker>え？ なぜかって？<page><box>カメ<speaker>そりゃアンタ！<page><br> オバチャンのパワーが<br> とどいてないからだわよ。<page><box>カメ<speaker>そんなとこまで<br> せきにんとらせないでっ！<page><box>カメ<speaker>イヤでしょ？<page><br> だいじなアイテムが<br> つかえなくなったら。<page><box>カメ<speaker>だったら むやみにアイテムを<br> 投げたりしないことだわね。<page><box>カメ<speaker>オバチャンがまもって<br> あげられるのは ミギがわの<br> ゆかが木でできてるトコだけ。<page><box>カメ<speaker>どうしても アイテムを<br> 投げたいなら あの中で<br> スキなだけ投げまくるがいいわ。<page><box>カメ<speaker>ただし アイテムが そうこの<br> 外にとび出したって オバチャン<br> ホントに知らないわよ。<page><box>	Kame: Auntie will give<br>you the full rundown.<page><box>Kame: Soft and chewy!<page><box>Kame: Do not throw items<br>outside the wooden-floored<br>warehouse room.<page><box>Kame: Items thrown<br>elsewhere become unusable.<page><box>Kame: Hm? Why, you ask?<page><box>Kame: Well, dear!<page><box>Kame: Auntie's power does<br>not reach anywhere else.<page><box>Kame: Do not expect me<br>to take responsibility<br>that far away!<page><box>Kame: You would hate for an<br>important item to become<br>useless, would you not?<page><box>Kame: Then do not go throwing<br>items around carelessly.<page><box>Kame: Auntie can only<br>protect the wooden-floored<br>room on the right.<page><box>Kame: If you simply must<br>throw items, go inside and<br>throw as many as you like.<page><box>Kame: But if an item flies<br>out of the warehouse,<br>do not blame Auntie!<page><box>	
199:$7BB1	228:$5A29	157	カメ<speaker>あら そう、、。<page><box>カメ<speaker>まあいいわ。<page><br> オバチャンがフルパワーで<br> まもったげるから。<page><box>カメ<speaker>まあ そうこはドンドンドコドコ<br> りようした方が おトクだわよ！<page>	Kame: Oh, I see...<page><box>Kame: Very well.<page><box>Kame: Auntie will protect<br>everything at full power.<page><box>Kame: You should make<br>generous use of the<br>warehouse. It pays off!<page>	
200:$40C8	230:$7C2A	24	マムル<speaker>なんかよう？<page><box>	Mamel: Need something?<page><box>	
200:$40D6	230:$7C43	29	<D5><speaker>まだ<D0>はいれないよ。<page><box>	Debug: You can't enter yet.<page><box>	
200:$40E6	230:$7C61	27	<D5><speaker>もう<D0>はいれるよ。<page><box>	Debug: You can enter now.<page><box>	
200:$40F5	230:$7C7D	38	<D5><speaker>かいわスクリプトさしかえ<page><box>	Debug: Conversation<br>script replaced.<page><box>	
200:$4107	230:$7CA4	21	<D5><speaker>とうめい！<page><box>	Debug: Transparent!<page><box>	
200:$4112	230:$7CBA	16	<D5><speaker>ふとうめい！<page><box>	Debug: Opaque!<page><box>	
200:$411E	230:$7CCB	25	<D5><speaker>うまくうごいてないざんす。<page>	Debug: It isn't working.<page>	
200:$4130	230:$7CE5	28	<D5><speaker>うまくうごいてます。かも？<page>	Debug: It might be working.<page>	
200:$4142	230:$7D02	65	コッパ<speaker>スタートボタンを おしながら<br> 十じキーで ナナメだけに<br> うごけるんだぜ！<page>	Koppa: Hold Start while<br>using the D-Pad to<br>move only diagonally!<page>	
200:$4170	230:$7D44	64	コッパ<speaker>スタートボタンを おせば<br> 十じキーで ナナメだけに<br> うごけるんだぜ！<page>	Koppa: Press Start,<br>then use the D-Pad to<br>move only diagonally!<page>	
200:$419C	230:$7D85	38	<D5><speaker>そんなマップしるかい！<page><box>	Debug: I've never<br>heard of that map!<page><box>	
200:$41AD	230:$7DAC	31	<D5><speaker>イルパの町（うえ）<page><box>	Debug: Ilpa Town, upper<br>area.<page><box>	
200:$41BF	230:$7DCC	31	<D5><speaker>イルパの町（した）<page><box>	Debug: Ilpa Town, lower<br>area.<page><box>	
200:$41D1	230:$7DEC	23	<D5><speaker>料理屋1f<page><box>	Debug: Restaurant 1F.<page><box>	
200:$41DF	230:$7E04	26	<D5><speaker>つれてってくれよ！<page><box>	Debug: Take me with you!<page><box>	
200:$41EE	230:$7E1F	26	ペケジ<speaker>おいら がんばるよ！<page><box>	Pekeji: I'll do my best!<page><box>	
200:$4200	230:$7E3A	29	ペケジ<speaker>ちぇっ<D0>つまんねぇの！<page><box>	Pekeji: Aw, this is boring!<page><box>	
200:$4213	230:$7E58	11	<D5><speaker>ウエです。<page>	Debug: Up.<page>	
200:$421D	230:$7E64	17	<D5><speaker>ミギ<26>ウエです。<page>	Debug: Up-right.<page>	
200:$422A	230:$7E76	14	<D5><speaker>ミギです。<page>	Debug: Right.<page>	
200:$4234	230:$7E85	19	<D5><speaker>ミギ<26>シタです。<page>	Debug: Down-right.<page>	
200:$4241	230:$7E99	13	<D5><speaker>シタです。<page>	Debug: Down.<page>	
200:$424B	230:$7EA7	18	<D5><speaker>ヒダリ<26>シタです。<page>	Debug: Down-left.<page>	
200:$4259	230:$7EBA	13	<D5><speaker>ヒダリです。<page>	Debug: Left.<page>	
200:$4264	230:$7EC8	16	<D5><speaker>ヒダリ<26>ウエです。<page>	Debug: Up-left.<page>	
200:$4272	230:$7ED9	34	<D5><speaker>これは<D0>ゲームボーイカラーだね！<page><box>	Debug: This is a<br>Game Boy Color!<page><box>	
200:$4288	230:$7EFC	36	<D5><speaker>これは<D0>アドバンスだね！<page><box>	Debug: This is a<br>Game Boy Advance!<page><box>	
200:$429A	230:$7F21	30	<D5><speaker>なかまとわかれた。<page>	Debug: Parted from<br>companion.<page>	
200:$42A8	230:$7F40	26	<D5><speaker>つれてってくれよ！<page><box>	Debug: Take me with you!<page><box>	
200:$42B7	230:$7F5B	25	ペケジ<speaker>おいら がんばるよ！<page>	Pekeji: I'll do my best!<page>	
200:$42C8	230:$7F75	28	ペケジ<speaker>ちぇっ<D0>つまんねぇの！<page>	Pekeji: Aw, this is boring!<page>	
200:$42DA	230:$7F92	56	<D5><speaker>アイテムもちすぎ！<br> なんか すてなよ。<page><box>	Debug: You're carrying<br>too many items!<br>Drop something.<page><box>	
200:$42F4	230:$7FCB	38	<D5><speaker><cF8>8か、、<br> すてるのかい。<page><box>	Debug: <cF8>8, huh?<br>Will you discard it?<page><box>	
200:$4308	231:$4000	21	<D5><speaker>ガイバラのかち！<page>	Debug: Gaibara wins!<page>	
200:$4315	231:$4016	20	<D5><speaker>シレンのかち！<page>	Debug: Shiren wins!<page>	
200:$4321	231:$402B	27	<D5><speaker>アイテムもちすぎデフ！<page>	Debug: Too many items, fu!<page>	
200:$4331	231:$4047	28	<D5><speaker>いってよろしいデフ！<page>	Debug: You may proceed, fu!<page>	
200:$4340	231:$4064	27	<D5><speaker>らんすうは2だよ！<page>	Debug: Random number is 2!<page>	
200:$434E	231:$4080	27	<D5><speaker>らんすうは0だよ！<page>	Debug: Random number is 0!<page>	
200:$435C	231:$409C	27	<D5><speaker>らんすうは1だよ！<page>	Debug: Random number is 1!<page>	
200:$436A	231:$40B8	26	<D5><speaker>どっかにお竜いるよ。<page>	Debug: Oryu is somewhere.<page>	
200:$437A	231:$40D3	24	<D5><speaker>お竜いないよ。<page>	Debug: Oryu isn't here.<page>	
200:$4387	231:$40EC	28	シレン<speaker>まじない まだまだ！<page>	Shiren: More spells remain!<page>	
200:$4398	231:$4109	29	シレン<speaker>まじない コンプリート！<page>	Shiren: All spells complete!<page>	
200:$43AB	231:$4127	27	シレン<speaker>サブルーチンコール1<page>	Shiren: Subroutine Call 1.<page>	
200:$43BC	231:$4143	27	シレン<speaker>サブルーチンコール2<page>	Shiren: Subroutine Call 2.<page>	
200:$43CD	231:$415F	184	グッド<speaker>おかえりなさいませ！！<page><br> こんかいは このようなけっかに<br> なってしまいましたが、、。<page><box>グッド<speaker>人を助けたいと思う<br> その気持ち<page> このグッドにも<br> ビンビンつたわってまいりました！<page><box>グッド<speaker>ぜひまた ちょうせんして<br> いただきたいのであります！<page><box>	Good: Welcome back!!<page><box>Good: This time, things<br>ended this way, but...<page><box>Good: Your desire<br>to help others...<page><box>Good: I felt it loud and<br>clear!<page><box>Good: I sincerely hope<br>you will try again!<page><box>	
200:$445A	231:$4218	192	ヒゲチヨ<speaker>ふむ、、。<page><br> さぞかし むねんじゃろうて。<page><box>ヒゲチヨ<speaker>だが しっぱいから<br> まなぶこともおおい。<page><box>ヒゲチヨ<speaker>ふぉっふぉっふぉっ。<br> まだまだ これからじゃよ。<page><br> おぬしが うらやましいわい。<page><box>	Higechiyo: Hmm...<page><box>Higechiyo: You must be<br>terribly disappointed.<page><box>Higechiyo: But much can<br>be learned from failure.<page><box>Higechiyo: Ho ho ho.<br>You are only getting<br>started.<page><box>Higechiyo: I envy you.<page><box>	
200:$44C8	231:$42D9	59	いろいろ やります。<br>ひとけのないところでプリーズ。	This does various things.<br>Please use it<br>somewhere deserted.	
200:$44E3	231:$4315	59	マーモが出るようになりました。<br>一度 しせつを出入りしてください。<page>	Mamo can now appear.<br>Please exit and<br>reenter the facility.<page>	
200:$450B	231:$4351	64	ゼンマイガーが出るようになりました。<br>一度 しせつを出入りしてください。<page>	Zenmaiger can now appear.<br>Please exit and<br>reenter the facility.<page>	
200:$4536	231:$4392	58	マーモが出るようになりました。<br>かじやのカマドを ひらきました。<page>	Mamo can now appear.<br>The Blacksmith's<br>Furnace has opened.<page>	
200:$4559	231:$43CD	32	ビッグモアイさまは 町を<br>おさりになられました。<page>	Big Moai has<br>departed the town.<page>	
200:$4574	231:$43EE	80	コッパ<speaker>ここだ！ <name>！<delay:1E><page><box>コッパ<speaker>ここで みぎ下にいけば<br> うまく にげられそうだぞ！<delay:1E><page><box>	Koppa: This way, <name>!<delay:1E><page><box>Koppa: Move down-right here,<br>and we should get away!<delay:1E><page><box>	
200:$45AA	231:$443F	46	スタートボタンを おしながら<br>みぎ下に いどうしよう！<delay:5A><page><box>	Hold START and move<br>down-right diagonally!<delay:5A><page><box>	
200:$45CB	231:$446E	50	セレクトボタンを おして<br>みぎ下に いどうしよう！<delay:5A><page><box>	Press SELECT, then move<br>down-right diagonally!<delay:5A><page><box>	
200:$45EA	231:$44A1	31	コッパ<speaker>うまいぞ！ <name>！<br> そのちょうしだ！<delay:1E><page>	Koppa: Nice, <name>!<br>Keep it up!<delay:1E><page>	
200:$4606	231:$44C1	49	コッパ<speaker>ここもナナメに動けば<br> ワナを ふまずにすむぞ。<delay:1E><page>	Koppa: Move diagonally<br>here to avoid the trap.<delay:1E><page>	
200:$4628	231:$44F3	44	スタートボタンを おしながら<br>みぎ上に動こう！<delay:5A><page><box>	Hold START and move<br>up-right diagonally!<delay:5A><page><box>	
200:$4646	231:$4520	48	セレクトボタンを おして<br>みぎ上に動こう！<delay:5A><page><box>	Press SELECT, then<br>move up-right diagonally!<delay:5A><page><box>	
200:$4662	231:$4551	47	コッパ<speaker>いいぞ！ そのちょうしだ！<br> どんどん先に すすもうぜ！<delay:1E><page>	Koppa: Great! Keep it up!<br>Let's keep moving!<delay:1E><page>	
200:$4688	231:$4581	46	コッパ<speaker>またナナメだ。<br> しんちょうに いこうぜ。<delay:1E><page>	Koppa: Another diagonal.<br>Take it carefully.<delay:1E><page>	
200:$46A6	231:$45B0	82	コッパ<speaker>うまいぞ！<br> さすが <name>！<page><box><delay:1E>コッパ<speaker>ヘン！ オイラたち<br> こんなワナには ひっかからない<br> からな！<delay:1E><page>	Koppa: Nice!<br>That's <name> for you!<page><box><delay:1E>Koppa: Hah! A trap like<br>that won't catch us!<delay:1E><page>	
200:$46E6	231:$4603	141	コッパ<speaker>ひえ<EE>！ ワナが<br> まばらに しかけてある！！<page><box>コッパ<speaker>ここは ナナメいどうで<br> ジグザグに動くしかない！<page><box>コッパ<speaker>もうすこしだ！<br> がんばろうぜ！ <name>！<page><box>	Koppa: Yikes! The traps<br>are scattered all over!<page><box>Koppa: We'll have to zigzag<br>through them diagonally!<page><box>Koppa: Almost there!<br>Keep going, <name>!<page><box>	
200:$4741	231:$4691	37	スタートボタンを おしたまま<br>れんぞくでナナメに動こう！<delay:5A><page><box>	Hold START and<br>zigzag diagonally!<delay:5A><page><box>	
200:$4763	231:$46B7	37	ナナメモードに したまま<br>ジグザグに動こう！<delay:5A><page><box>	Stay in diagonal<br>mode and zigzag!<delay:5A><page><box>	
200:$477F	231:$46DD	94	このダンジョンは アイテムを<br>もっていくことが できません。<page><box>アイテムを そうこに あずけるか<br>すてるかして ちょうせんして<br>下さい。<page>	You cannot bring items<br>into this dungeon.<page><box>Store or discard your<br>items before challenging it.<page>	
200:$47C6	231:$473C	94	このダンジョンは アイテムを<br>もっていくことが できません。<page><box>アイテムを そうこに あずけるか<br>すてるかして ちょうせんして<br>下さい。<page>	You cannot bring items<br>into this dungeon.<page><box>Store or discard your<br>items before challenging it.<page>	
200:$480D	231:$479B	49	<cF8>h<cF8>i号<speaker>ブオッフォ！<br> ソコハ イケナーイ！<br> ブオッフォ<D6><D7><D7><D7><D7><D7><D8>！<page>	<cF8>h<cF8>i Unit: Bwo-ho! I cannot<br>go there! Bwo-hoooo!<page>	
200:$4838	231:$47CD	47	マーモ<speaker>んん？<br> そこは ぼくは いけないよ。<br> マーモリー<D2>サラバー！<page>	Mamo: Hmm? I can't go<br>there. Mamo-ry farewell!<page>	
200:$485F	231:$47FD	66	お竜<speaker>そこは いけないなあ。<page><br> わたし 肉くさいのニガテなの。<br> じゃあね。<page>	Oryu: I can't go there.<page><box>Oryu: I hate the smell<br>of Meat. See you.<page>	
200:$488B	231:$4840	54	ペケジ<speaker>オレ そこのダンジョンは<br> ちょっと ニガテだあ。<br> またな！ アニキ！<page>	Pekeji: I'm not good with<br>that dungeon. See you, Bro!<page>	
200:$48B6	231:$4877	94	このダンジョンは アイテムを<br>もっていくことが できません。<page><box>アイテムを そうこに あずけるか<br>すてるかして ちょうせんして<br>下さい。<page>	You cannot bring items<br>into this dungeon.<page><box>Store or discard your<br>items before challenging it.<page>	
200:$48FD	231:$48D6	136	、、九つの道具が<br>きょうめいしはじめた！<page><box>九つの道具は<br>たがいに ゆうごうし、、<page><box>けいたいを へんかさせ、、<page><box>秘剣カブラステギに なった！！<page><box>	The nine tools<br>began to resonate!<page><box>The nine tools<br>fused together...<page><box>They changed form...<page><box>and became the secret<br>blade Kabura Sutegi!!<page><box>	
200:$4951	231:$495F	37	<name>は 秘剣カブラステギを<br>手に入れた！！<delay:F0><delay:C0><page><box>	<name> obtained<br>the Kabura Sutegi!!<delay:F0><delay:C0><page><box>	
200:$4971	231:$4985	139	グッド<speaker>おかえりなさいませ！！<page><br> いのちあっての 人助け<br> ごぶじで なによりであります！<page><box>グッド<speaker>ぜひまた ちょうせんして<br> いただきたいのであります！<page><box>	Good: Welcome back!!<page><box>Good: Your life comes<br>before any rescue. I am<br>glad you returned safely!<page><box>Good: I sincerely hope<br>you will try again!<page><box>	
